user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,class
216693,8/5/15 15:14,8/10/15 16:30,45,ZIORBCKUBSEGF,SEO,Opera,F,32,0
210624,7/6/15 1:22,10/22/15 5:32,35,WIFIHCCDQWWAK,Ads,Chrome,M,36,0
299672,5/30/15 21:07,8/15/15 11:38,21,VCBHKGJJSAOKV,Ads,Safari,F,27,0
212223,1/24/15 19:58,2/8/15 11:33,25,NQLZTLYZFYZEX,SEO,IE,M,38,0
232379,6/3/15 5:33,7/2/15 6:25,66,ITTRTBIUGSJMG,Ads,Safari,F,36,0
264558,4/27/15 18:34,7/5/15 21:17,55,DBZYXZKELEFJD,Ads,Chrome,F,28,0
326367,4/26/15 15:19,7/22/15 23:25,16,TSRISKXHDYFRW,Ads,IE,F,34,1
103260,3/5/15 19:56,4/28/15 0:02,51,OOJDPGOOMHBGT,Ads,Safari,M,36,0
23650,4/15/15 3:31,5/15/15 11:17,24,WSYTRTPSIPAIE,SEO,FireFox,M,35,0
21189,4/9/15 5:29,7/22/15 15:09,9,VJWFSUFYTKNAA,Ads,FireFox,M,46,0
210284,6/27/15 10:56,10/25/15 10:23,25,MXBRPYTXMWHKJ,Ads,Chrome,F,35,0
44294,1/27/15 21:44,5/17/15 0:00,53,ICOPUCNYRWQBO,SEO,IE,F,36,0
158784,2/18/15 0:34,2/20/15 9:38,21,JOWYOMCRYZUKC,SEO,Chrome,F,46,0
214084,4/18/15 21:17,6/30/15 20:49,13,EAHYUGHYPXKWD,Direct,FireFox,F,31,0
309831,5/9/15 4:16,9/5/15 7:31,9,IPLWHPYSOVOWU,SEO,IE,M,35,0
162572,1/9/15 10:42,1/9/15 10:42,38,FRLOPITIAKGAR,SEO,FireFox,F,28,1
297618,4/3/15 3:02,6/26/15 9:30,51,BTMQARVZFMCMP,Ads,FireFox,M,40,1
205102,8/6/15 7:08,11/19/15 19:12,61,GSXFRQHWYFBNZ,Direct,Chrome,F,35,0
294315,4/18/15 2:22,8/13/15 0:17,28,TRCJTSRSUOYBK,Ads,Safari,F,26,1
204536,7/15/15 14:36,7/24/15 4:35,19,LVBCNUTJQAYXR,Direct,Opera,M,19,0
378507,1/18/15 17:18,1/19/15 15:21,50,HMKBYQKUICJBA,Ads,Chrome,M,54,0
350952,7/19/15 20:37,8/23/15 6:29,57,ZIROFYFLXXFRT,Ads,Chrome,M,42,0
36856,1/15/15 10:33,4/29/15 19:49,62,VBWPAVVIWWVXA,Direct,Safari,F,40,0
54519,5/8/15 1:48,5/26/15 11:33,24,QONHLPBWHDNUW,Direct,FireFox,M,21,0
82303,4/8/15 19:50,5/16/15 0:03,70,RULPEJFOJEUXM,Direct,Chrome,M,31,0
230363,1/2/15 22:06,1/2/15 22:06,52,TXPGZZYWUUUUF,SEO,Chrome,F,39,1
88757,1/21/15 2:06,1/29/15 20:57,27,XTZILUOPVJANM,Ads,Chrome,F,33,0
3141,2/6/15 2:16,2/23/15 8:27,41,CENSFMRWHBURC,Ads,IE,M,45,0
345283,2/11/15 23:37,4/14/15 11:48,28,PMNOSPOCOEVGA,SEO,IE,F,38,1
90277,6/10/15 4:33,7/24/15 10:16,77,GNFYULMNCUWPI,SEO,IE,F,33,0
309510,5/1/15 2:39,6/27/15 7:30,10,DAHGXNCDCZCVR,SEO,Safari,M,52,0
341600,8/3/15 16:59,9/3/15 13:03,41,FSPSQIDVJCIPA,SEO,FireFox,M,26,1
9880,1/18/15 1:20,3/2/15 12:10,43,MMAHPZIOHJQJU,Direct,Opera,M,39,0
108396,1/25/15 16:19,5/14/15 3:02,40,RVAOUINNJULGZ,SEO,Safari,M,28,0
247601,5/22/15 23:46,6/28/15 10:14,38,VYLHRPMGKBLHI,SEO,Chrome,M,35,1
143983,2/20/15 14:07,3/23/15 20:58,12,RWEJKLLWKQNMF,Ads,FireFox,F,20,0
209996,8/16/15 18:17,12/12/15 5:46,26,MLYFJESIZPHPD,Direct,Chrome,M,25,0
18129,1/12/15 8:40,1/12/15 8:40,34,VAHYDLSLVQCWY,Direct,Chrome,M,39,1
380388,6/30/15 11:25,8/19/15 18:29,54,BLVPYVXMZMFQR,Ads,IE,M,20,0
243084,5/3/15 4:41,6/27/15 20:18,12,DMYDQVSSDQLCU,SEO,Chrome,F,31,0
125530,3/31/15 5:42,7/28/15 23:05,54,SPUCXXWKZQURJ,Ads,IE,M,35,0
156918,2/20/15 13:53,4/1/15 3:18,27,CGLBPRSWJQCMJ,Ads,Chrome,M,29,0
332648,5/27/15 8:20,8/10/15 14:10,92,TZAYFNYGYOMPR,SEO,Chrome,M,42,0
328076,3/1/15 20:17,3/31/15 15:57,47,BWMBTPUVTQGEL,SEO,Safari,M,24,0
28629,5/5/15 13:10,5/30/15 16:07,64,LXQXCOYSBSTFN,Ads,Chrome,M,29,0
373117,7/19/15 1:25,10/31/15 13:54,51,COUSCQMFHKBOG,SEO,IE,M,47,0
104959,6/27/15 20:41,9/6/15 13:12,43,MQWFXGTYZLLYJ,SEO,Safari,M,36,0
253029,6/15/15 23:53,6/20/15 10:03,48,AANHQRSKUCHIC,Ads,Chrome,M,50,1
182742,6/16/15 5:05,10/10/15 15:47,45,GBAZSRLRREQJP,Ads,IE,F,36,0
216322,5/1/15 3:07,6/8/15 23:51,17,IIGMLMNRXCYWQ,SEO,Chrome,F,33,0
189816,3/27/15 16:42,4/20/15 14:07,38,UIJOTQEKEZTMV,Direct,FireFox,M,48,0
262414,5/29/15 5:02,9/18/15 7:32,14,XLOVKMTXJLHFV,Direct,Safari,M,20,0
211581,6/12/15 2:56,10/8/15 19:02,37,BBFAGABZAYAND,SEO,Chrome,M,24,0
122062,7/25/15 2:25,10/4/15 18:13,43,CEMMAYUXIZDUF,Ads,Chrome,M,46,0
129944,6/5/15 19:08,6/20/15 22:04,50,MHXHZFYAWAXXK,Ads,IE,F,39,0
109763,6/30/15 19:41,8/20/15 17:20,19,EROPSMNQUQYXM,Ads,IE,F,19,0
378870,4/21/15 15:34,5/25/15 0:51,31,QJQDQHTUVSLDJ,Ads,Chrome,F,21,0
86645,6/5/15 1:09,7/19/15 19:22,9,NRAFGZKZSUPID,Direct,Chrome,F,47,0
293980,6/5/15 17:30,7/31/15 4:58,27,FICOYUCMFVLIH,Direct,IE,F,31,0
289429,5/10/15 17:58,7/13/15 2:17,49,NVDHDPBHLDJZH,SEO,Safari,M,39,0
339503,2/19/15 18:09,3/9/15 4:22,43,MNKVNURVPPDTX,Ads,FireFox,M,41,0
221885,4/1/15 11:19,6/25/15 10:35,19,BDIGFEHBTZFIT,Direct,FireFox,F,31,0
188945,5/18/15 23:05,8/30/15 18:22,19,HZMFOHFAUNCHJ,SEO,Chrome,F,34,1
306267,6/20/15 2:52,9/23/15 5:54,33,LGSJRRSZXYVSG,SEO,FireFox,F,25,0
160414,3/2/15 1:31,5/4/15 5:57,25,TGGVWFCQOGZYT,Direct,IE,M,39,1
92346,5/21/15 6:41,6/8/15 8:40,38,TSKDXIQUSXTIR,Direct,IE,F,19,0
102749,3/9/15 2:15,5/20/15 9:23,45,ZEDBQUMSPQOKD,SEO,Chrome,F,37,1
216164,1/15/15 0:53,5/12/15 22:54,14,YUWULIXHGKDLA,Ads,IE,F,27,0
195376,7/1/15 21:04,7/5/15 4:25,26,RFVSSEQZYVVBT,Ads,Chrome,M,27,0
176229,3/17/15 18:15,4/3/15 4:10,30,ZCYOJLPCBOHHZ,SEO,Safari,M,43,0
386544,1/30/15 11:35,5/25/15 2:58,53,UXWJBNUGJRGYH,SEO,Chrome,M,30,0
9083,2/16/15 15:20,5/22/15 3:00,37,GNVZUZADFEFWD,Direct,IE,M,30,0
20781,4/22/15 13:49,8/9/15 12:36,15,AWAOARKHXGHVG,SEO,Chrome,F,22,0
208587,2/1/15 6:24,5/22/15 0:21,43,TBRTWNWBCRSTR,Ads,Chrome,M,46,0
16366,6/2/15 22:44,8/31/15 12:11,41,XONCQZUROWYGW,Direct,Safari,F,36,0
84826,1/20/15 1:37,5/6/15 15:54,29,ACDYFMUQVBHGS,SEO,IE,F,30,0
85361,1/6/15 10:11,4/28/15 6:43,31,JWDRKTIAPHUNH,Ads,Chrome,F,25,0
225139,1/28/15 1:40,3/28/15 1:32,15,NBQPABRYZBHGY,Ads,Chrome,M,46,0
23664,3/20/15 20:11,6/7/15 14:10,63,ZJTOUPMHKDGKN,Ads,FireFox,F,38,0
277239,3/15/15 13:46,4/12/15 15:36,56,PSHPFKJRIXILL,SEO,Chrome,M,44,0
366304,8/9/15 23:20,10/13/15 14:01,32,DQNRVIXRKPPQU,Direct,Chrome,F,32,0
290621,4/29/15 10:56,5/9/15 9:07,46,DYZUAVREVVGWP,SEO,IE,M,31,0
73629,3/16/15 21:24,4/3/15 13:17,29,LUBOXNMKQDXDS,SEO,Safari,M,35,0
317043,2/22/15 8:59,5/4/15 17:41,43,ZVHOXKXEAVZAI,Ads,Chrome,M,40,0
311783,7/21/15 14:04,8/27/15 21:15,57,IMMQSWFOBJJFF,Ads,Chrome,M,28,0
40575,8/3/15 11:44,11/3/15 12:23,27,VULCQJHFQANIK,SEO,IE,F,21,0
245988,7/23/15 19:48,10/19/15 0:55,26,RKHBZWCEEDWXU,SEO,Chrome,M,21,0
110833,1/9/15 11:31,1/9/15 11:31,21,VUACOPMDSXIHF,Ads,Chrome,M,32,1
218201,1/19/15 21:46,1/23/15 22:44,40,LXWURJWOTLMKR,Direct,Chrome,F,34,0
713,8/9/15 1:48,8/13/15 18:27,21,OKZAAHQDSVNTX,Ads,IE,M,28,0
52137,2/10/15 4:51,3/27/15 15:26,37,EUTBSZCTLXULS,Direct,Safari,F,38,0
82106,8/14/15 23:23,10/15/15 11:31,17,JDMCUQZPIOMRL,Ads,IE,M,35,0
200973,3/14/15 9:37,6/11/15 3:40,30,DWHRZLFIDRHDO,Direct,Chrome,F,47,0
363799,3/18/15 10:24,7/12/15 23:44,37,ABEKNJXZSBDRL,Ads,IE,M,43,0
29228,1/3/15 20:50,2/10/15 15:11,34,XHOXFGECXPDUH,Ads,Chrome,M,32,0
394707,3/19/15 22:36,7/11/15 16:05,57,KVOJFLFYTNOVK,Ads,IE,M,49,0
259757,1/5/15 19:06,1/5/15 19:06,22,MJVIOKCNPESGA,Direct,FireFox,M,23,1
277448,5/1/15 13:05,6/8/15 17:35,27,GLKFDPIQWEEBC,Direct,IE,M,37,0
138270,5/7/15 17:14,8/2/15 8:52,51,APHIVYKCQYRMY,SEO,IE,M,34,0
392992,7/31/15 0:01,10/26/15 0:52,35,CNYPAQBFDEIPR,Direct,Chrome,F,23,0
378741,8/5/15 17:56,10/21/15 21:37,27,IGPTCRMZWNQTR,SEO,Opera,M,29,0
271971,3/7/15 15:21,3/30/15 19:10,41,QMXUHGFGSLKTE,Direct,IE,M,33,0
91918,8/4/15 1:09,8/7/15 9:08,83,EHVKBXOKOAARI,Ads,FireFox,M,30,0
349719,1/11/15 13:34,1/11/15 13:34,23,VZZHHSMUZKYHP,SEO,Chrome,M,28,1
46022,6/20/15 2:21,6/23/15 19:12,79,YDTFZVTPRPGKE,SEO,Chrome,M,43,0
230640,5/29/15 21:01,7/17/15 9:36,71,WMFTCZKSQMPIO,SEO,Safari,F,35,0
222745,5/19/15 7:02,8/7/15 15:48,49,MZWSWCKRHLAUS,Ads,IE,F,34,0
299808,3/14/15 11:19,7/1/15 3:33,16,XBIYRVDUFDHJB,Ads,Chrome,M,20,0
379201,8/17/15 21:55,11/15/15 12:09,42,LDAKVTNOOWQAI,Ads,Safari,M,19,0
177362,1/8/15 8:45,1/8/15 8:45,10,SUEKLSZWLASFR,Ads,Safari,M,24,1
209300,5/25/15 14:45,6/18/15 22:23,26,EAYQUCCGMOKWL,SEO,IE,M,34,0
351912,7/7/15 7:21,10/3/15 3:42,37,ASLXOXTDGFCPZ,Ads,IE,F,48,0
326479,5/18/15 12:02,8/22/15 4:04,74,UAAXQPCFTFBON,Ads,Safari,F,24,1
148846,8/6/15 18:03,11/7/15 16:36,23,YPWJOCCSYARKP,SEO,FireFox,F,38,0
188042,1/8/15 17:38,5/7/15 3:36,16,ACEOSAMMNRPWC,SEO,IE,F,26,0
377818,4/27/15 15:51,5/28/15 10:03,22,KZFHBDIWYZFEL,Ads,Chrome,M,29,0
357542,2/10/15 19:04,4/23/15 22:09,26,VXXZEIXVFQGIM,Direct,Chrome,F,34,0
227018,5/28/15 7:50,8/31/15 8:22,51,TBKCTZPDIUSHD,Ads,Safari,M,23,0
97962,8/7/15 19:00,9/1/15 4:52,38,APKQHRYCORWQA,SEO,Chrome,F,23,1
80635,3/6/15 4:15,3/8/15 18:01,15,NHMZPSITIKBJE,Ads,Safari,F,31,0
148000,8/8/15 9:38,9/2/15 13:07,51,OZHODBCLOXNVR,Ads,Chrome,F,31,0
364077,6/4/15 15:45,8/23/15 15:57,20,NCNTNHXIXTUGQ,SEO,FireFox,F,38,0
173477,3/31/15 2:12,6/19/15 22:19,68,GKHMOGVMDNXLS,Direct,FireFox,M,18,1
173197,2/19/15 18:33,4/9/15 4:31,39,ZGOZPPTZFPTZH,Direct,IE,F,30,0
150637,2/13/15 9:28,4/11/15 23:39,32,PWPYMJTKRIPXA,Ads,Chrome,M,40,0
231724,3/23/15 4:40,4/19/15 16:20,26,BJBYQWRQJDGSK,Ads,IE,M,35,0
248546,4/7/15 17:26,7/1/15 15:38,62,ZEZWRWDRUPWRW,Ads,Chrome,M,34,0
99645,3/26/15 20:38,7/5/15 0:22,79,QGGAWVRDBTVLD,Direct,Safari,M,34,0
154780,7/10/15 8:12,7/26/15 18:16,47,TNATBJKWOGBHK,Ads,Safari,F,20,0
138277,5/4/15 14:31,7/12/15 0:12,25,TKLHKTIDPEQML,SEO,IE,M,33,0
314102,5/6/15 18:26,8/1/15 4:10,51,BFNUCQMQKOAZT,SEO,IE,M,40,0
388829,6/6/15 3:51,9/23/15 11:01,64,WZOWPWBPQDDAY,SEO,Chrome,F,34,0
137903,2/3/15 19:36,3/29/15 23:08,21,WAXXDKFLWSUUP,SEO,IE,F,22,0
389976,6/10/15 10:16,9/30/15 11:29,54,CWSWZQZNPCPKS,SEO,Safari,M,30,0
99301,3/13/15 12:23,4/4/15 22:58,38,SEEGGLOGQKNIR,Direct,FireFox,M,31,0
258227,7/21/15 1:01,8/19/15 3:35,23,DXTJFQKZLQBTS,Direct,Opera,M,23,0
364787,1/1/15 5:55,1/7/15 8:36,33,WPOJUXVISXBQS,Ads,Chrome,M,32,0
55836,2/2/15 3:44,2/17/15 17:24,75,TGAUJJTUHBBXV,Ads,FireFox,M,28,0
35878,5/7/15 18:24,9/1/15 14:11,37,RGKGHUNNLBAKK,Ads,Chrome,M,18,0
83950,3/13/15 0:26,4/20/15 0:35,55,QISKLCFUJGKPM,SEO,Safari,M,43,0
87292,5/24/15 11:35,7/14/15 21:59,44,MZNBNHLQKPYYH,SEO,IE,M,36,0
284445,1/3/15 14:28,1/3/15 14:28,36,KYVRZBAZAXHYQ,Ads,Chrome,F,46,1
394302,1/13/15 3:00,1/13/15 3:00,18,IURVDXDVUCIJQ,SEO,Chrome,F,34,1
275309,4/15/15 22:16,7/17/15 5:48,31,IUUTRVFQOMVOW,Ads,IE,F,42,0
373613,5/23/15 11:19,6/6/15 15:19,31,YKSHCVOVXYORM,Ads,Opera,M,19,0
107265,2/8/15 17:42,5/6/15 21:56,30,FCJPPAXZOSCXB,Direct,Chrome,M,28,0
201761,3/7/15 0:53,3/17/15 13:06,41,OJHJWHACLWZIK,Ads,Safari,F,23,0
384069,4/21/15 0:22,8/2/15 2:24,23,NEJASFYEWROUI,Direct,Chrome,F,38,0
127524,4/28/15 8:05,7/29/15 13:37,24,HJIZPQTRIIZRE,Ads,FireFox,M,40,0
251960,3/19/15 1:05,5/22/15 7:49,19,VHJWXYBBKEYIN,Ads,Safari,M,33,0
69180,1/9/15 0:58,1/9/15 0:58,18,WBBPGFKHVUYEU,SEO,Chrome,F,35,1
29752,4/15/15 11:30,8/3/15 11:43,18,HFZJGNBXWWFTO,Ads,IE,F,45,0
39147,1/13/15 11:34,2/25/15 17:10,37,UHWHNVXMMGVFS,SEO,Opera,M,37,0
257764,3/10/15 1:22,4/2/15 19:25,25,GQIQNCNWMHYGC,SEO,IE,M,38,0
72511,6/30/15 22:17,10/25/15 5:54,30,WIXYFPJPDQUFN,SEO,IE,M,29,0
23569,2/21/15 1:25,3/19/15 9:22,72,CESLNZFGUJJRH,Ads,IE,F,18,0
117535,4/10/15 12:09,5/17/15 9:06,39,WFJUWOFBYYICN,Direct,Chrome,F,31,0
56319,4/6/15 15:48,6/8/15 20:12,16,PZEURIRJJBERD,Ads,Chrome,F,38,0
294591,3/23/15 17:18,4/12/15 17:11,31,ZIYAUGGONPYHM,Direct,Safari,M,20,0
105597,5/15/15 0:58,5/26/15 9:24,60,EOXEKCSKUSCUZ,Ads,IE,M,36,0
396289,3/16/15 6:06,6/11/15 14:16,15,HVRWWKJDJQYRC,Direct,FireFox,F,50,0
268454,5/10/15 12:26,9/7/15 10:35,23,URAABMAOSREUR,SEO,Chrome,F,23,0
3096,7/31/15 22:40,8/11/15 11:47,41,IYAEZXMMLKQCI,SEO,Chrome,M,32,0
46797,4/12/15 18:48,6/17/15 8:44,48,SXGSUMQNCGPGH,Ads,IE,F,28,0
156970,4/24/15 4:16,8/11/15 9:23,53,FLMVTZPNGXHDS,SEO,IE,F,37,0
365134,3/12/15 13:00,4/27/15 0:53,39,KTYPCXPWQIQIF,Ads,Chrome,M,38,0
381374,4/7/15 3:45,6/2/15 4:52,30,OPHNZAMRNPWUH,Ads,Chrome,F,36,0
63038,3/27/15 13:08,4/23/15 8:16,32,RHENDAEZUOYOT,SEO,Safari,F,25,0
167540,3/13/15 5:19,7/2/15 18:18,19,EDLXKSJVZXBGX,Ads,IE,M,22,0
399638,4/5/15 11:12,5/12/15 22:00,28,KTYLVAAPQNNAF,SEO,Chrome,M,25,0
85726,1/25/15 12:37,3/4/15 22:42,21,NTWOYDGQBFQCR,SEO,FireFox,M,33,0
32267,2/17/15 4:58,6/3/15 16:34,47,VHTZYUWWTSNRB,Direct,FireFox,M,31,0
353642,7/24/15 10:16,8/29/15 11:19,22,MEKQZEQPENELI,Direct,IE,M,48,0
225170,3/17/15 2:53,7/11/15 18:24,41,XEIZMTMZQIIQW,Direct,IE,F,35,0
297170,7/24/15 8:21,8/27/15 8:35,24,BRLJKBXEEKYUK,Ads,IE,M,41,0
96624,1/9/15 14:39,1/9/15 14:39,35,QATSEOIQQQMCE,SEO,Chrome,M,33,1
264060,8/1/15 1:41,10/26/15 4:59,47,FMTIREZHYIPCX,SEO,IE,M,31,0
312073,1/5/15 17:20,1/5/15 17:20,59,SZCXVVZCSIQPZ,Ads,IE,M,40,1
229329,1/5/15 21:42,3/25/15 5:09,10,AIIWMFEYQQIEB,Ads,Opera,M,29,0
217084,1/11/15 3:52,2/7/15 17:37,16,UAXMDTCVNNTFI,Ads,Chrome,F,28,0
56759,5/5/15 23:11,7/4/15 20:01,34,MLOERNPDXGKAE,SEO,Safari,F,39,0
241529,2/7/15 22:38,6/5/15 16:24,22,ESTCCLCZJKPKO,Direct,Chrome,M,40,0
281707,8/11/15 23:06,11/1/15 17:44,56,KQBBOJVMPVNDL,Direct,Chrome,M,28,0
7489,1/23/15 7:09,5/11/15 12:45,42,IAUHJUDFZYZVR,SEO,FireFox,M,19,0
286034,2/14/15 7:46,4/30/15 16:52,31,JJLOFQMKNOHYC,Ads,Chrome,M,26,0
307838,6/25/15 16:52,8/7/15 7:53,78,KNCANTBXQSHIX,SEO,Chrome,M,35,0
330941,1/4/15 7:28,3/27/15 17:20,42,JFBCMTLSKVYEG,Direct,Chrome,F,60,0
253718,2/26/15 17:10,6/25/15 4:48,49,HYJTBXMPWYQJV,SEO,Chrome,F,38,0
303658,4/17/15 16:27,8/5/15 5:01,24,PJUUIRRZDBDSJ,SEO,Chrome,M,23,0
30623,2/4/15 20:47,5/4/15 0:21,27,WKBNSHQJDCJHZ,Direct,Chrome,M,27,0
343227,8/15/15 6:56,10/19/15 23:34,11,LGVKXGQZWRHMF,SEO,Safari,F,20,0
280118,5/22/15 9:03,6/24/15 23:43,34,JBBXAZADWDMBG,Ads,IE,M,27,0
321855,1/1/15 1:53,1/1/15 1:53,23,XPRVJYHQCXDPS,Direct,IE,F,32,1
388390,7/22/15 17:16,10/26/15 7:43,24,JZEFHFQXARCMT,Ads,Safari,F,29,0
23516,4/6/15 3:46,6/6/15 4:15,25,YPOBYHLUELSKU,SEO,Chrome,M,40,0
10190,5/2/15 4:27,6/23/15 11:16,18,JKPBKPCLFYCFS,Direct,Chrome,M,35,0
25994,3/13/15 15:14,4/15/15 15:25,28,OXQETEBJNMTMJ,Ads,Chrome,M,44,0
1982,7/11/15 4:30,9/1/15 8:12,38,PIWVNYFMDIHLG,SEO,Safari,M,32,0
280668,4/7/15 15:17,5/22/15 23:56,23,LLDUCXCOQTVWC,SEO,Chrome,M,38,0
357997,4/12/15 19:12,4/25/15 17:54,71,GBPTRYLMRALVC,Direct,Safari,M,36,0
86311,1/8/15 4:00,1/8/15 4:00,40,TAODVYWZTHMTO,Ads,Chrome,M,40,1
231358,1/13/15 19:15,4/5/15 3:58,27,MPOEYWRAUSYBW,SEO,Safari,M,29,0
83150,4/20/15 20:38,6/21/15 8:48,49,JFHLRQWLIPUYL,Direct,FireFox,F,25,0
396990,1/20/15 10:23,3/30/15 5:26,44,UGSXAUYIYTVDP,SEO,Chrome,M,36,0
318665,5/1/15 2:15,5/18/15 19:38,17,QBOMNMODENJUM,Direct,Chrome,F,28,0
214897,6/11/15 8:31,10/1/15 22:48,29,NPAAGTVKHIEKG,Ads,Chrome,F,51,0
15323,8/18/15 3:39,10/29/15 0:44,24,WLEHKAGQTOOZA,SEO,Chrome,M,29,0
141269,1/8/15 19:27,1/8/15 19:27,51,OPYQBBMQTBFLX,SEO,FireFox,F,28,1
339800,1/10/15 14:43,1/10/15 14:43,10,OYGQAVBHVOYUB,Ads,Safari,M,23,1
144602,3/17/15 4:45,7/3/15 8:52,60,IHDLYOFNLBDLL,SEO,Chrome,F,39,0
250430,3/12/15 20:12,4/9/15 21:43,50,EIHUVSTZJXIEP,Direct,IE,F,51,0
129473,1/8/15 10:34,1/8/15 10:34,12,IGAXAVAZFJYOB,Ads,Safari,M,33,1
368694,5/5/15 7:53,7/30/15 17:04,27,IVYEENHPRZOZU,SEO,IE,M,45,0
201921,3/3/15 5:52,4/22/15 9:23,48,NWZNHJQXNRDSU,Direct,Safari,M,36,0
162058,5/18/15 2:34,9/8/15 16:00,31,UTOFKZFTXUNTO,SEO,IE,M,30,0
253620,1/10/15 2:11,1/10/15 2:11,38,JAHNCCDAXZFVZ,SEO,Chrome,M,40,1
124235,1/27/15 18:44,3/7/15 7:52,45,IPCEFSBHWFYVB,Ads,IE,M,25,0
375511,6/30/15 3:10,10/14/15 14:57,21,SKWRHLFPZFNSM,Ads,Chrome,M,36,0
143198,7/8/15 23:28,9/19/15 15:11,55,UIYDBKGYWCBIF,Ads,Safari,F,35,0
16518,7/6/15 13:32,9/9/15 0:58,11,MXROQXVWDAKKI,Direct,Chrome,F,43,0
311993,5/13/15 0:04,6/29/15 2:40,35,VODXCSEWENHWQ,Ads,Chrome,F,21,0
228672,3/3/15 23:08,4/3/15 13:47,48,YYXNQRGKQQFBQ,Ads,Chrome,M,36,0
208332,1/15/15 6:53,1/16/15 2:57,22,AAKUSAPYGYTZD,Ads,Chrome,M,23,0
395836,2/23/15 21:06,6/9/15 1:32,40,AZQLOYURPXDUA,Ads,Opera,F,48,0
72214,1/26/15 16:58,2/23/15 16:03,18,DNATJRKVEDZXI,Ads,Chrome,M,23,0
360287,7/19/15 4:00,8/5/15 12:20,60,WJWOVSJAPIMUS,Direct,Chrome,M,24,0
398702,1/4/15 7:05,1/4/15 7:05,30,ENGEGUXOQURJK,SEO,IE,M,39,1
362713,1/20/15 5:37,5/1/15 16:36,32,LTIKZWGNJZQUA,Ads,Chrome,M,47,0
303733,1/11/15 8:15,1/11/15 8:15,42,BALITCTPUJLHB,SEO,FireFox,F,40,1
184484,6/28/15 9:16,9/3/15 17:57,57,GHSJPCOGYXAJL,SEO,Chrome,M,37,0
243571,4/15/15 18:42,7/19/15 4:12,67,AKORITYGSUBHI,Ads,Safari,M,45,0
49550,1/3/15 7:08,1/3/15 7:08,21,PKSEWALMTHOCS,SEO,Chrome,F,36,1
389843,3/4/15 0:27,5/14/15 18:10,9,YYQJJAKWLVOFO,Direct,IE,M,43,0
383540,5/27/15 12:25,7/7/15 12:29,11,ABPUJBFONNGQL,Ads,FireFox,F,46,1
396727,1/12/15 3:50,3/1/15 19:21,18,YTIHPITHBRWEI,Ads,IE,M,26,0
62085,1/1/15 7:57,1/1/15 7:57,42,GPEAKZCCMDLQS,Direct,Chrome,M,34,1
15070,1/8/15 13:57,1/8/15 13:57,28,XLRNIGQTOONQM,SEO,Chrome,M,36,1
227882,2/28/15 6:17,4/9/15 11:53,52,VZDSFJDTJUELF,Ads,IE,M,26,0
294062,5/29/15 11:13,8/31/15 3:33,43,ZAWYVJSKHFACK,Ads,Safari,F,30,0
272205,2/18/15 14:27,5/17/15 8:50,53,FEQDVIWKDWGFD,SEO,IE,F,34,0
18669,7/13/15 12:53,7/14/15 23:48,44,SONRQXNNQOYYI,SEO,FireFox,F,32,0
322661,3/9/15 0:36,6/3/15 4:09,47,MEVBHDUKAJATW,Ads,Safari,F,28,0
85636,8/15/15 23:42,9/28/15 3:18,17,DRBNUASAYHUAG,Ads,Chrome,F,26,0
371259,7/21/15 21:14,10/3/15 15:19,28,DOLAEWZETKFUD,Ads,FireFox,F,26,0
261373,1/17/15 9:45,5/3/15 9:50,59,XUOEBRBYYDJRH,Ads,Chrome,F,32,0
16158,1/9/15 2:30,1/9/15 2:30,52,ADEDUDCYQMYTI,Ads,Chrome,F,41,1
284676,3/13/15 0:14,5/22/15 2:21,35,XBMSSAAUOUQVJ,SEO,Safari,F,42,0
29936,1/7/15 6:37,4/1/15 16:51,50,XYTQNTXARINZC,Ads,Chrome,M,44,0
336819,2/25/15 1:27,4/30/15 9:19,26,BLDFLFNNPLLYI,SEO,FireFox,M,18,0
178153,5/5/15 2:09,7/7/15 2:52,58,PLIAQAFDFHPCN,SEO,Safari,F,37,0
84806,1/12/15 14:03,2/16/15 23:33,25,GEBFWLPKLEGSY,Ads,Chrome,F,25,0
72791,5/10/15 14:40,6/13/15 16:59,27,ARAJIVJTXRAQD,Ads,FireFox,F,56,0
171206,2/11/15 18:22,3/12/15 20:39,36,WTLITQYIZQBZZ,Direct,IE,F,28,0
87161,7/12/15 18:16,10/12/15 1:22,19,KYICWLCXMEOEX,SEO,Chrome,M,36,0
388236,1/2/15 8:42,1/2/15 8:42,49,HGUNPQQAKZEKT,Ads,Chrome,M,27,1
265515,7/9/15 13:04,7/21/15 6:38,30,KLGQJJNXJLUJL,Ads,Chrome,M,18,1
213025,1/3/15 15:39,1/3/15 15:39,34,SVBTHANVPQCJX,SEO,Safari,M,49,1
230867,1/2/15 11:21,1/2/15 11:21,64,TTXUVRWUEHCQX,Ads,FireFox,F,22,1
104361,1/19/15 0:53,4/10/15 6:42,9,JAVTCFVHSRDHN,Ads,Safari,M,32,0
311714,4/15/15 9:27,5/23/15 15:33,61,COARXDVIVZVKN,SEO,IE,F,30,0
193450,2/4/15 15:20,4/2/15 23:51,26,AIELTPWEZSUWK,SEO,Safari,M,44,0
217821,1/10/15 22:44,1/10/15 22:44,32,XNFWKLRLCXBXM,SEO,Chrome,M,41,1
44417,5/17/15 1:30,7/15/15 16:18,24,DNRRFTVQYPRHO,Ads,Chrome,F,24,0
